Source (A),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
Will you please tell me the length of your hair?,10,51.43,99.00,43.37,99.00,10.00,0.00,90.00,60.00,30.00,30.00,10.00,0.00,20.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00
Will you please tell me the length of your hair?,10,51.43,99.00,43.37,99.00,10.00,0.00,90.00,60.00,30.00,30.00,10.00,0.00,20.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00
Will you please tell me the length of your hair?,10,51.43,99.00,43.37,99.00,10.00,0.00,90.00,60.00,30.00,30.00,10.00,0.00,20.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00
Will you please tell me the length of your hair?,10,51.43,99.00,43.37,99.00,10.00,0.00,90.00,60.00,30.00,30.00,10.00,0.00,20.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00
Will you please tell me the length of your hair?,10,51.43,99.00,43.37,99.00,10.00,0.00,90.00,60.00,30.00,30.00,10.00,0.00,20.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00
Will you please tell me the length of your hair?,10,51.43,99.00,43.37,99.00,10.00,0.00,90.00,60.00,30.00,30.00,10.00,0.00,20.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00
Will you please tell me the length of your hair?,10,51.43,99.00,43.37,99.00,10.00,0.00,90.00,60.00,30.00,30.00,10.00,0.00,20.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00
Will you please tell me the length of your hair?,10,51.43,99.00,43.37,99.00,10.00,0.00,90.00,60.00,30.00,30.00,10.00,0.00,20.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00
Will you please tell me the length of your hair?,10,51.43,99.00,43.37,99.00,10.00,0.00,90.00,60.00,30.00,30.00,10.00,0.00,20.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00
Will you please tell me the length of your hair?,10,51.43,99.00,43.37,99.00,10.00,0.00,90.00,60.00,30.00,30.00,10.00,0.00,20.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00
Will you please tell me the length of your hair?,10,51.43,99.00,43.37,99.00,10.00,0.00,90.00,60.00,30.00,30.00,10.00,0.00,20.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00
Where in the world would you like to visit?,9,92.84,99.00,98.01,99.00,9.00,11.11,100.00,66.67,11.11,11.11,0.00,0.00,11.11,0.00,0.00,0.00,11.11,22.22,11.11,11.11,0.00,0.00,33.33,0.00,0.00,11.11,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,22.22,0.00,0.00,0.00,0.00,11.11,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.44,11.11,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00
Where in the world would you like to visit?,9,92.84,99.00,98.01,99.00,9.00,11.11,100.00,66.67,11.11,11.11,0.00,0.00,11.11,0.00,0.00,0.00,11.11,22.22,11.11,11.11,0.00,0.00,33.33,0.00,0.00,11.11,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,22.22,0.00,0.00,0.00,0.00,11.11,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.44,11.11,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00
Where in the world would you like to visit?,9,92.84,99.00,98.01,99.00,9.00,11.11,100.00,66.67,11.11,11.11,0.00,0.00,11.11,0.00,0.00,0.00,11.11,22.22,11.11,11.11,0.00,0.00,33.33,0.00,0.00,11.11,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,22.22,0.00,0.00,0.00,0.00,11.11,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.44,11.11,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00
Where in the world would you like to visit?,9,92.84,99.00,98.01,99.00,9.00,11.11,100.00,66.67,11.11,11.11,0.00,0.00,11.11,0.00,0.00,0.00,11.11,22.22,11.11,11.11,0.00,0.00,33.33,0.00,0.00,11.11,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,22.22,0.00,0.00,0.00,0.00,11.11,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.44,11.11,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00
Where in the world would you like to visit?,9,92.84,99.00,98.01,99.00,9.00,11.11,100.00,66.67,11.11,11.11,0.00,0.00,11.11,0.00,0.00,0.00,11.11,22.22,11.11,11.11,0.00,0.00,33.33,0.00,0.00,11.11,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,22.22,0.00,0.00,0.00,0.00,11.11,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.44,11.11,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00
Where in the world would you like to visit?,9,92.84,99.00,98.01,99.00,9.00,11.11,100.00,66.67,11.11,11.11,0.00,0.00,11.11,0.00,0.00,0.00,11.11,22.22,11.11,11.11,0.00,0.00,33.33,0.00,0.00,11.11,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,22.22,0.00,0.00,0.00,0.00,11.11,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.44,11.11,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00
Where in the world would you like to visit?,9,92.84,99.00,98.01,99.00,9.00,11.11,100.00,66.67,11.11,11.11,0.00,0.00,11.11,0.00,0.00,0.00,11.11,22.22,11.11,11.11,0.00,0.00,33.33,0.00,0.00,11.11,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,22.22,0.00,0.00,0.00,0.00,11.11,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.44,11.11,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00
Where in the world would you like to visit?,9,92.84,99.00,98.01,99.00,9.00,11.11,100.00,66.67,11.11,11.11,0.00,0.00,11.11,0.00,0.00,0.00,11.11,22.22,11.11,11.11,0.00,0.00,33.33,0.00,0.00,11.11,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,22.22,0.00,0.00,0.00,0.00,11.11,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.44,11.11,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00
Where in the world would you like to visit?,9,92.84,99.00,98.01,99.00,9.00,11.11,100.00,66.67,11.11,11.11,0.00,0.00,11.11,0.00,0.00,0.00,11.11,22.22,11.11,11.11,0.00,0.00,33.33,0.00,0.00,11.11,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,22.22,0.00,0.00,0.00,0.00,11.11,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.44,11.11,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00
Where in the world would you like to visit?,9,92.84,99.00,98.01,99.00,9.00,11.11,100.00,66.67,11.11,11.11,0.00,0.00,11.11,0.00,0.00,0.00,11.11,22.22,11.11,11.11,0.00,0.00,33.33,0.00,0.00,11.11,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,22.22,0.00,0.00,0.00,0.00,11.11,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.44,11.11,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00
Where in the world would you like to visit?,9,92.84,99.00,98.01,99.00,9.00,11.11,100.00,66.67,11.11,11.11,0.00,0.00,11.11,0.00,0.00,0.00,11.11,22.22,11.11,11.11,0.00,0.00,33.33,0.00,0.00,11.11,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,22.22,0.00,0.00,0.00,0.00,11.11,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.44,11.11,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00
Where in the world would you like to visit?,9,92.84,99.00,98.01,99.00,9.00,11.11,100.00,66.67,11.11,11.11,0.00,0.00,11.11,0.00,0.00,0.00,11.11,22.22,11.11,11.11,0.00,0.00,33.33,0.00,0.00,11.11,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,22.22,0.00,0.00,0.00,0.00,11.11,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.44,11.11,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00
Where in the world would you like to visit?,9,92.84,99.00,98.01,99.00,9.00,11.11,100.00,66.67,11.11,11.11,0.00,0.00,11.11,0.00,0.00,0.00,11.11,22.22,11.11,11.11,0.00,0.00,33.33,0.00,0.00,11.11,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,22.22,0.00,0.00,0.00,0.00,11.11,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.44,11.11,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00
Do you have a voice?,5,8.19,99.00,1.00,25.77,5.00,0.00,100.00,80.00,20.00,20.00,0.00,0.00,20.00,0.00,0.00,0.00,20.00,0.00,40.00,0.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00
"Do you identify as a man, or a woman?",9,74.89,99.00,58.07,25.77,9.00,11.11,100.00,66.67,11.11,11.11,0.00,0.00,11.11,0.00,0.00,0.00,22.22,11.11,11.11,0.00,22.22,0.00,11.11,11.11,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,0.00,11.11,11.11,22.22,11.11,0.00,0.00,11.11,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.22,0.00,11.11,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00
Would you like a cup of tea?,7,92.84,99.00,1.00,99.00,7.00,14.29,85.71,57.14,14.29,14.29,0.00,0.00,14.29,0.00,0.00,0.00,14.29,14.29,14.29,0.00,0.00,0.00,28.57,0.00,0.00,0.00,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00
Would you like a cup of tea?,7,92.84,99.00,1.00,99.00,7.00,14.29,85.71,57.14,14.29,14.29,0.00,0.00,14.29,0.00,0.00,0.00,14.29,14.29,14.29,0.00,0.00,0.00,28.57,0.00,0.00,0.00,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00
Would you like a cup of tea?,7,92.84,99.00,1.00,99.00,7.00,14.29,85.71,57.14,14.29,14.29,0.00,0.00,14.29,0.00,0.00,0.00,14.29,14.29,14.29,0.00,0.00,0.00,28.57,0.00,0.00,0.00,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00
Would you like a cup of tea?,7,92.84,99.00,1.00,99.00,7.00,14.29,85.71,57.14,14.29,14.29,0.00,0.00,14.29,0.00,0.00,0.00,14.29,14.29,14.29,0.00,0.00,0.00,28.57,0.00,0.00,0.00,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00
Would you like a cup of tea?,7,92.84,99.00,1.00,99.00,7.00,14.29,85.71,57.14,14.29,14.29,0.00,0.00,14.29,0.00,0.00,0.00,14.29,14.29,14.29,0.00,0.00,0.00,28.57,0.00,0.00,0.00,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00
Would you like a cup of tea?,7,92.84,99.00,1.00,99.00,7.00,14.29,85.71,57.14,14.29,14.29,0.00,0.00,14.29,0.00,0.00,0.00,14.29,14.29,14.29,0.00,0.00,0.00,28.57,0.00,0.00,0.00,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00
Would you like a cup of tea?,7,92.84,99.00,1.00,99.00,7.00,14.29,85.71,57.14,14.29,14.29,0.00,0.00,14.29,0.00,0.00,0.00,14.29,14.29,14.29,0.00,0.00,0.00,28.57,0.00,0.00,0.00,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00
Would you like a cup of tea?,7,92.84,99.00,1.00,99.00,7.00,14.29,85.71,57.14,14.29,14.29,0.00,0.00,14.29,0.00,0.00,0.00,14.29,14.29,14.29,0.00,0.00,0.00,28.57,0.00,0.00,0.00,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00
Would you like a cup of tea?,7,92.84,99.00,1.00,99.00,7.00,14.29,85.71,57.14,14.29,14.29,0.00,0.00,14.29,0.00,0.00,0.00,14.29,14.29,14.29,0.00,0.00,0.00,28.57,0.00,0.00,0.00,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00
